start;f0
0.0;0.0
0.01;0.0
0.02;0.0
0.03;0.0
0.04;0.0
0.05;0.0
0.06;0.0
0.07;0.0
0.08;0.0
0.09;0.0
0.1;0.0
0.11;0.0
0.12;0.0
0.13;0.0
0.14;0.0
0.15;0.0
0.16;0.0
0.17;0.0
0.18;0.0
0.19;0.0
0.2;523.5442988697387
0.21;523.5442988697387
0.22;523.4820165775122
0.23;523.4820165775122
0.24;523.4820165775122
0.25;524.2495925728954
0.26;524.6559845645916
0.27;525.9016529137681
0.28;525.9016529137681
0.29;526.2343495142612
0.3;527.245678848726
0.31;527.245678848726
0.32;526.5786290422215
0.33;526.5786290422215
0.34;526.5786290422215
0.35000000000000003;526.5786290422215
0.36;525.2985709314823
0.37;524.9483807052608
0.38;517.9040497644678
0.39;517.9040497644678
0.4;519.4254713105022
0.41000000000000003;520.964740008316
0.42;522.8095708173602
0.43;524.0254695492016
0.44;526.3255542602774
0.45;526.3255542602774
0.46;530.9028984731226
0.47000000000000003;530.9028984731226
0.48;530.0906261676846
0.49;528.6197805889705
0.5;528.6197805889705
0.51;528.6197805889705
0.52;528.6197805889705
0.53;528.6197805889705
0.54;520.0123378018142
0.55;520.0123378018142
0.56;520.0123378018142
0.5700000000000001;520.0123378018142
0.58;520.0123378018142
0.59;520.5016112867291
0.6;530.2034924346809
0.61;530.2538789047819
0.62;530.3096393755663
0.63;530.3096393755663
0.64;530.3096393755663
0.65;530.3096393755663
0.66;530.3096393755663
0.67;528.844970516493
0.68;527.6139187620281
0.6900000000000001;526.6004925575635
0.7000000000000001;521.9668969358456
0.71;521.9668969358456
0.72;521.9668969358456
0.73;525.0895700671031
0.74;525.3564707219342
0.75;526.0337273889486
0.76;526.0337273889486
0.77;526.0337273889486
0.78;526.0337273889486
0.79;526.0337273889486
0.8;526.54327535118
0.81;527.2550016254908
0.8200000000000001;527.7540812992463
0.8300000000000001;527.8555969854953
0.84;528.3593158050898
0.85;529.1069298738762
0.86;533.3911725217574
0.87;533.3911725217574
0.88;498.5015062252316
0.89;498.154282705715
0.9;498.154282705715
0.91;498.154282705715
0.92;493.0080411681455
0.93;493.0080411681455
0.9400000000000001;493.39882732287685
0.9500000000000001;494.48454122404655
0.96;494.48454122404655
0.97;494.48454122404655
0.98;494.48454122404655
0.99;494.48454122404655
1.0;494.48454122404655
1.01;495.2525123682179
1.02;498.79665062673223
1.03;498.79665062673223
1.04;498.79665062673223
1.05;498.79665062673223
1.06;498.79665062673223
1.07;498.61736770888126
1.08;497.81349781984676
1.09;497.81349781984676
1.1;492.43136963524177
1.11;491.1305814710594
1.12;491.0646057552049
1.1300000000000001;491.0646057552049
1.1400000000000001;491.1204660441842
1.1500000000000001;491.1204660441842
